depth,trial,alg,N,U,found,cost,deltaS_mean,deltaD,optCost
6,2,NoisyPrune(p=0.3),498,47,1,199.00,0.994117,0.562875,173.00
6,2,NoisyPrune(p=0.6),478,0,0,NA,0.989253,1.000000,173.00
6,3,BFS,500,47,1,236.00,1.000000,1.000000,179.00
6,3,Dijkstra,497,47,1,179.00,0.977495,0.706764,179.00
6,3,A*,494,47,1,179.00,0.989061,0.706764,179.00
6,3,WA*(1.5),488,47,1,179.00,0.991204,0.779386,179.00
6,3,WA*(2.0),477,47,1,179.00,0.992312,0.828322,179.00
6,3,GBFS,55,51,1,246.00,0.996795,0.223758,179.00
6,3,BiDijkstra,397,47,1,179.00,0.968373,0.790615,179.00
6,3,RBFS,271938,47,1,179.00,0.860381,0.706764,179.00
6,3,IDA*,10000016,0,0,NA,0.988319,1.000000,179.00
6,3,AlphaBeta,1717,7,1,NA,0.814115,1.000000,179.00
6,3,NoisyPrune(p=0.3),495,49,1,207.00,0.994376,0.563651,179.00
6,3,NoisyPrune(p=0.6),5,0,0,NA,0.979155,1.000000,179.00
6,4,BFS,502,47,1,258.00,1.000000,1.000000,156.00
6,4,Dijkstra,501,47,1,156.00,0.973687,0.732811,156.00
6,4,A*,498,47,1,156.00,0.988694,0.732811,156.00
6,4,WA*(1.5),480,47,1,156.00,0.990828,0.836480,156.00
6,4,WA*(2.0),449,47,1,156.00,0.992078,0.898985,156.00
6,4,GBFS,54,53,1,287.00,1.000000,0.031673,156.00
6,4,BiDijkstra,352,47,1,156.00,0.956330,0.798138,156.00
6,4,RBFS,245204,47,1,156.00,0.865500,0.732811,156.00
6,4,IDA*,10000017,0,0,NA,0.986875,1.000000,156.00
6,4,AlphaBeta,1772,7,1,NA,0.833600,1.000000,156.00
6,4,NoisyPrune(p=0.3),473,47,1,181.00,0.994460,0.575099,156.00
6,4,NoisyPrune(p=0.6),413,51,1,248.00,0.991650,0.390314,156.00
6,5,BFS,510,47,1,273.00,1.000000,1.000000,182.00
6,5,Dijkstra,510,47,1,182.00,0.973462,0.658877,182.00
6,5,A*,510,47,1,182.00,0.986892,0.658877,182.00
6,5,WA*(1.5),510,47,1,182.00,0.989923,0.783777,182.00
6,5,WA*(2.0),507,47,1,182.00,0.991290,0.858309,182.00
6,5,GBFS,53,51,1,286.00,1.000000,0.239124,182.00
6,5,BiDijkstra,399,47,1,179.00,0.966293,0.760059,182.00
6,5,RBFS,483480,47,1,182.00,0.843968,0.658877,182.00
6,5,IDA*,10000015,0,0,NA,0.989668,1.000000,182.00
6,5,AlphaBeta,985,7,1,NA,0.808956,1.000000,182.00
6,5,NoisyPrune(p=0.3),507,0,0,NA,0.994607,1.000000,182.00
6,5,NoisyPrune(p=0.6),496,0,0,NA,0.991466,1.000000,182.00
6,6,BFS,492,47,1,237.00,1.000000,1.000000,180.00
6,6,Dijkstra,492,47,1,180.00,0.977606,0.796320,180.00
6,6,A*,492,47,1,180.00,0.990038,0.796320,180.00
6,6,WA*(1.5),492,47,1,180.00,0.992392,0.860237,180.00
6,6,WA*(2.0),492,47,1,180.00,0.993689,0.904952,180.00
6,6,GBFS,54,53,1,253.00,1.000000,0.283158,180.00
6,6,BiDijkstra,372,47,1,172.00,0.965503,0.912025,180.00
6,6,RBFS,354562,47,1,180.00,0.849559,0.796320,180.00
6,6,IDA*,10000028,0,0,NA,0.989831,1.000000,180.00
6,6,AlphaBeta,1171,7,1,NA,0.801217,1.000000,180.00
6,6,NoisyPrune(p=0.3),487,47,1,200.00,0.994466,0.613683,180.00
6,6,NoisyPrune(p=0.6),464,51,1,258.00,0.990853,0.454138,180.00
6,7,BFS,484,47,1,233.00,1.000000,1.000000,177.00
6,7,Dijkstra,481,47,1,177.00,0.972510,0.672117,177.00
6,7,A*,481,47,1,177.00,0.988168,0.672117,177.00
6,7,WA*(1.5),480,47,1,177.00,0.990948,0.779575,177.00
6,7,WA*(2.0),478,47,1,177.00,0.992450,0.842563,177.00
6,7,GBFS,49,49,1,242.00,1.000000,0.061932,177.00
6,7,BiDijkstra,355,47,1,177.00,0.960038,0.803047,177.00
6,7,RBFS,486812,47,1,177.00,0.840573,0.672117,177.00
6,7,IDA*,10000020,0,0,NA,0.988887,1.000000,177.00
6,7,AlphaBeta,1869,7,1,NA,0.844917,1.000000,177.00
6,7,NoisyPrune(p=0.3),475,47,1,200.00,0.992961,0.634103,177.00
6,7,NoisyPrune(p=0.6),444,0,0,NA,0.989476,1.000000,177.00
6,8,BFS,482,47,1,253.00,1.000000,1.000000,174.00
6,8,Dijkstra,479,49,1,174.00,0.980450,0.696301,174.00
6,8,A*,477,49,1,174.00,0.990352,0.696301,174.00
6,8,WA*(1.5),471,49,1,174.00,0.992116,0.785359,174.00
6,8,WA*(2.0),452,49,1,174.00,0.992918,0.833662,174.00
6,8,GBFS,57,49,1,268.00,1.000000,0.191769,174.00
6,8,BiDijkstra,310,49,1,173.00,0.972275,0.858112,174.00
6,8,RBFS,232042,49,1,174.00,0.867681,0.696301,174.00
6,8,IDA*,10000016,0,0,NA,0.991695,1.000000,174.00
6,8,AlphaBeta,2015,7,1,NA,0.833264,1.000000,174.00
6,8,NoisyPrune(p=0.3),6,0,0,NA,0.996491,1.000000,174.00
6,8,NoisyPrune(p=0.6),5,0,0,NA,0.973360,1.000000,174.00
6,9,BFS,514,47,1,261.00,1.000000,1.000000,170.00
6,9,Dijkstra,511,47,1,170.00,0.973942,0.679259,170.00
6,9,A*,506,47,1,170.00,0.986490,0.679402,170.00
6,9,WA*(1.5),503,47,1,170.00,0.988914,0.756172,170.00
6,9,WA*(2.0),496,47,1,170.00,0.990796,0.820530,170.00
6,9,GBFS,61,55,1,323.00,0.990662,0.141854,170.00
6,9,BiDijkstra,364,47,1,168.00,0.965212,0.812700,170.00
6,9,RBFS,307479,47,1,170.00,0.864135,0.679259,170.00
6,9,IDA*,10000025,0,0,NA,0.990485,1.000000,170.00
6,9,AlphaBeta,1317,7,1,NA,0.844319,1.000000,170.00
6,9,NoisyPrune(p=0.3),511,49,1,227.00,0.994987,0.602295,170.00
6,9,NoisyPrune(p=0.6),2,0,0,NA,0.926445,1.000000,170.00
6,10,BFS,488,47,1,271.00,1.000000,1.000000,179.00
6,10,Dijkstra,488,49,1,179.00,0.969850,0.641273,179.00
6,10,A*,487,49,1,179.00,0.986859,0.641273,179.00
6,10,WA*(1.5),484,49,1,179.00,0.990486,0.749923,179.00
6,10,WA*(2.0),467,49,1,179.00,0.992132,0.831682,179.00
6,10,GBFS,54,53,1,303.00,1.000000,0.056295,179.00
6,10,BiDijkstra,333,49,1,174.00,0.950040,0.760225,179.00
6,10,RBFS,296909,49,1,179.00,0.844378,0.641273,179.00
6,10,IDA*,10000022,0,0,NA,0.985330,1.000000,179.00
6,10,AlphaBeta,2086,7,1,NA,0.831513,1.000000,179.00
6,10,NoisyPrune(p=0.3),481,47,1,224.00,0.994287,0.521815,179.00
6,10,NoisyPrune(p=0.6),466,57,1,298.00,0.991095,0.452029,179.00
6,11,BFS,482,47,1,230.00,1.000000,1.000000,184.00
6,11,Dijkstra,482,47,1,184.00,0.978398,0.725057,184.00
6,11,A*,481,47,1,184.00,0.988266,0.725057,184.00
6,11,WA*(1.5),481,47,1,184.00,0.990332,0.804231,184.00
6,11,WA*(2.0),477,47,1,184.00,0.991443,0.849453,184.00
6,11,GBFS,55,53,1,295.00,1.000000,0.261747,184.00
6,11,BiDijkstra,357,47,1,176.00,0.969640,0.867534,184.00
6,11,RBFS,328477,47,1,184.00,0.850690,0.725057,184.00
6,11,IDA*,10000022,0,0,NA,0.990381,1.000000,184.00
6,11,AlphaBeta,1917,7,1,NA,0.862782,1.000000,184.00
6,11,NoisyPrune(p=0.3),453,51,1,223.00,0.994524,0.552720,184.00
6,11,NoisyPrune(p=0.6),392,51,1,287.00,0.992128,0.454707,184.00
6,12,BFS,505,47,1,214.00,1.000000,1.000000,165.00
6,12,Dijkstra,505,49,1,165.00,0.973185,0.672761,165.00
6,12,A*,503,49,1,165.00,0.987697,0.651584,165.00
6,12,WA*(1.5),503,49,1,165.00,0.990286,0.744917,165.00
6,12,WA*(2.0),500,49,1,165.00,0.991528,0.805760,165.00
6,12,GBFS,54,53,1,259.00,1.000000,0.158855,165.00
6,12,BiDijkstra,379,49,1,159.00,0.958890,0.811403,165.00
6,12,RBFS,290637,49,1,165.00,0.849894,0.681442,165.00
6,12,IDA*,10000018,0,0,NA,0.988118,1.000000,165.00
6,12,AlphaBeta,1630,7,1,NA,0.795405,1.000000,165.00
6,12,NoisyPrune(p=0.3),503,49,1,207.00,0.993212,0.460576,165.00
6,12,NoisyPrune(p=0.6),5,0,0,NA,0.956307,1.000000,165.00
6,13,BFS,503,47,1,271.00,1.000000,1.000000,191.00
6,13,Dijkstra,503,47,1,191.00,0.978197,0.641626,191.00
6,13,A*,503,47,1,191.00,0.989511,0.641626,191.00
6,13,WA*(1.5),503,47,1,191.00,0.992041,0.695048,191.00
6,13,WA*(2.0),501,47,1,191.00,0.993162,0.735330,191.00
6,13,GBFS,56,51,1,284.00,1.000000,0.277649,191.00
6,13,BiDijkstra,389,47,1,183.00,0.969605,0.729074,191.00
6,13,RBFS,393772,47,1,191.00,0.856795,0.584407,191.00
6,13,IDA*,10000024,0,0,NA,0.990753,1.000000,191.00
6,13,AlphaBeta,2113,7,1,NA,0.823805,1.000000,191.00
6,13,NoisyPrune(p=0.3),498,47,1,199.00,0.994793,0.641639,191.00
6,13,NoisyPrune(p=0.6),18,0,0,NA,0.979377,1.000000,191.00
6,14,BFS,500,47,1,233.00,1.000000,1.000000,150.00
6,14,Dijkstra,496,47,1,150.00,0.969029,0.755522,150.00
6,14,A*,452,47,1,150.00,0.988459,0.755522,150.00
6,14,WA*(1.5),412,47,1,150.00,0.991501,0.852434,150.00
6,14,WA*(2.0),333,47,1,150.00,0.993369,0.914064,150.00
6,14,GBFS,54,51,1,257.00,1.000000,0.134126,150.00
6,14,BiDijkstra,312,47,1,148.00,0.945726,0.785392,150.00
6,14,RBFS,135870,47,1,150.00,0.866016,0.798108,150.00
6,14,IDA*,10000027,0,0,NA,0.992283,1.000000,150.00
6,14,AlphaBeta,1667,7,1,NA,0.823721,1.000000,150.00
6,14,NoisyPrune(p=0.3),480,47,1,176.00,0.994435,0.659347,150.00
6,14,NoisyPrune(p=0.6),320,0,0,NA,0.988935,1.000000,150.00
6,15,BFS,489,47,1,257.00,1.000000,1.000000,171.00
6,15,Dijkstra,489,47,1,171.00,0.974994,0.702254,171.00
6,15,A*,489,47,1,171.00,0.989450,0.702254,171.00
6,15,WA*(1.5),481,47,1,171.00,0.991817,0.792169,171.00
6,15,WA*(2.0),462,47,1,171.00,0.992787,0.848389,171.00
6,15,GBFS,63,55,1,309.00,0.994444,0.181800,171.00
6,15,BiDijkstra,327,47,1,168.00,0.960202,0.793210,171.00
6,15,RBFS,232614,47,1,171.00,0.871161,0.702254,171.00
6,15,IDA*,10000021,0,0,NA,0.992019,1.000000,171.00
6,15,AlphaBeta,1630,7,1,NA,0.842834,1.000000,171.00
6,15,NoisyPrune(p=0.3),489,53,1,210.00,0.994743,0.695514,171.00
6,15,NoisyPrune(p=0.6),469,0,0,NA,0.990633,1.000000,171.00
6,16,BFS,485,47,1,208.00,1.000000,1.000000,174.00
6,16,Dijkstra,481,47,1,174.00,0.976581,0.652258,174.00
6,16,A*,476,47,1,174.00,0.989047,0.652258,174.00
6,16,WA*(1.5),473,47,1,174.00,0.991775,0.738995,174.00
6,16,WA*(2.0),451,47,1,174.00,0.993114,0.807230,174.00
6,16,GBFS,53,51,1,251.00,0.994182,0.277088,174.00
6,16,BiDijkstra,358,47,1,169.00,0.966679,0.789700,174.00
6,16,RBFS,259636,47,1,174.00,0.861814,0.652258,174.00
6,16,IDA*,10000016,0,0,NA,0.989653,1.000000,174.00
6,16,AlphaBeta,1372,7,1,NA,0.828686,1.000000,174.00
6,16,NoisyPrune(p=0.3),472,47,1,194.00,0.994518,0.645312,174.00
6,16,NoisyPrune(p=0.6),2,0,0,NA,0.921408,1.000000,174.00
6,17,BFS,513,47,1,240.00,1.000000,1.000000,170.00
6,17,Dijkstra,512,47,1,170.00,0.976999,0.752665,170.00
6,17,A*,511,47,1,170.00,0.989852,0.752665,170.00
6,17,WA*(1.5),510,47,1,170.00,0.992122,0.853505,170.00
6,17,WA*(2.0),506,47,1,171.00,0.993186,0.847685,170.00
6,17,GBFS,50,49,1,244.00,1.000000,0.163374,170.00
6,17,BiDijkstra,373,47,1,166.00,0.969619,0.842687,170.00
6,17,RBFS,299596,47,1,170.00,0.861812,0.752665,170.00
6,17,IDA*,10000030,0,0,NA,0.991419,1.000000,170.00
6,17,AlphaBeta,1481,7,1,NA,0.867836,1.000000,170.00
6,17,NoisyPrune(p=0.3),508,47,1,198.00,0.995134,0.658850,170.00
6,17,NoisyPrune(p=0.6),482,53,1,253.00,0.991762,0.486670,170.00
6,18,BFS,499,47,1,267.00,1.000000,1.000000,169.00
6,18,Dijkstra,498,47,1,169.00,0.974359,0.633378,169.00
6,18,A*,498,47,1,169.00,0.987610,0.633378,169.00
6,18,WA*(1.5),495,47,1,169.00,0.990308,0.730969,169.00
6,18,WA*(2.0),483,47,1,169.00,0.990902,0.803548,169.00
6,18,GBFS,49,49,1,249.00,1.000000,0.155150,169.00
6,18,BiDijkstra,332,47,1,169.00,0.961310,0.753164,169.00
6,18,RBFS,240090,47,1,169.00,0.868474,0.633378,169.00
6,18,IDA*,10000039,0,0,NA,0.990849,1.000000,169.00
6,18,AlphaBeta,1516,7,1,NA,0.843222,1.000000,169.00
6,18,NoisyPrune(p=0.3),491,49,1,200.00,0.994302,0.539974,169.00
6,18,NoisyPrune(p=0.6),468,51,1,250.00,0.990762,0.520800,169.00
6,19,BFS,498,47,1,262.00,1.000000,1.000000,174.00
6,19,Dijkstra,497,47,1,174.00,0.971386,0.655803,174.00
6,19,A*,495,47,1,174.00,0.987571,0.655803,174.00
6,19,WA*(1.5),490,47,1,174.00,0.990467,0.762294,174.00
6,19,WA*(2.0),484,47,1,174.00,0.991489,0.836016,174.00
6,19,GBFS,56,53,1,287.00,0.997203,0.071621,174.00
6,19,BiDijkstra,361,47,1,174.00,0.955604,0.735233,174.00
6,19,RBFS,355347,47,1,174.00,0.854992,0.655803,174.00
6,19,IDA*,10000019,0,0,NA,0.990311,1.000000,174.00
6,19,AlphaBeta,1746,7,1,NA,0.826402,1.000000,174.00
6,19,NoisyPrune(p=0.3),485,49,1,221.00,0.994611,0.560813,174.00
6,19,NoisyPrune(p=0.6),448,0,0,NA,0.990564,1.000000,174.00
6,20,BFS,495,47,1,229.00,1.000000,1.000000,151.00
6,20,Dijkstra,495,47,1,151.00,0.968211,0.626664,151.00
6,20,A*,475,47,1,151.00,0.984390,0.618927,151.00
6,20,WA*(1.5),445,47,1,151.00,0.986758,0.716984,151.00
6,20,WA*(2.0),393,47,1,151.00,0.988448,0.771358,151.00
6,20,GBFS,57,51,1,268.00,1.000000,0.080317,151.00
6,20,BiDijkstra,325,47,1,148.00,0.947167,0.691680,151.00
6,20,RBFS,171643,47,1,151.00,0.861394,0.626664,151.00
6,20,IDA*,10000013,0,0,NA,0.986739,1.000000,151.00
6,20,AlphaBeta,1401,7,1,NA,0.842689,1.000000,151.00
6,20,NoisyPrune(p=0.3),481,55,1,197.00,0.993824,0.498755,151.00
6,20,NoisyPrune(p=0.6),467,0,0,NA,0.992048,1.000000,151.00
6,21,BFS,498,47,1,265.00,1.000000,1.000000,163.00
6,21,Dijkstra,479,47,1,163.00,0.976693,0.734409,163.00
6,21,A*,458,47,1,163.00,0.988319,0.734409,163.00
6,21,WA*(1.5),418,47,1,163.00,0.990325,0.813106,163.00
6,21,WA*(2.0),367,47,1,164.00,0.992015,0.888106,163.00
6,21,GBFS,58,55,1,316.00,0.990455,0.144921,163.00
6,21,BiDijkstra,336,47,1,161.00,0.961228,0.802664,163.00
6,21,RBFS,136979,47,1,163.00,0.871990,0.734409,163.00
6,21,IDA*,10000022,0,0,NA,0.989128,1.000000,163.00
6,21,AlphaBeta,1436,7,1,NA,0.812074,1.000000,163.00
6,21,NoisyPrune(p=0.3),432,47,1,180.00,0.994335,0.629865,163.00
6,21,NoisyPrune(p=0.6),457,47,1,285.00,0.991314,0.438852,163.00
6,22,BFS,503,47,1,277.00,1.000000,1.000000,192.00
6,22,Dijkstra,503,47,1,192.00,0.975711,0.696400,192.00
6,22,A*,502,47,1,192.00,0.989375,0.696400,192.00
6,22,WA*(1.5),501,47,1,192.00,0.991751,0.793714,192.00
6,22,WA*(2.0),495,47,1,192.00,0.993204,0.855929,192.00
6,22,GBFS,53,51,1,267.00,1.000000,0.204828,192.00
6,22,BiDijkstra,362,47,1,184.00,0.960984,0.826777,192.00
6,22,RBFS,450763,47,1,192.00,0.851578,0.696400,192.00
6,22,IDA*,10000012,0,0,NA,0.990486,1.000000,192.00
6,22,AlphaBeta,1600,7,1,NA,0.829661,1.000000,192.00
6,22,NoisyPrune(p=0.3),496,47,1,253.00,0.995808,0.645677,192.00
6,22,NoisyPrune(p=0.6),469,49,1,285.00,0.991071,0.545110,192.00
6,23,BFS,495,47,1,287.00,1.000000,1.000000,168.00
6,23,Dijkstra,489,47,1,168.00,0.972648,0.677322,168.00
6,23,A*,479,47,1,168.00,0.988107,0.698158,168.00
6,23,WA*(1.5),465,47,1,168.00,0.990851,0.794101,168.00
6,23,WA*(2.0),430,47,1,168.00,0.992207,0.849431,168.00
6,23,GBFS,63,55,1,309.00,0.986347,0.047002,168.00
6,23,BiDijkstra,317,47,1,169.00,0.959833,0.767361,168.00
6,23,RBFS,312649,47,1,168.00,0.851089,0.698158,168.00
6,23,IDA*,10000016,0,0,NA,0.990474,1.000000,168.00
6,23,AlphaBeta,1764,7,1,NA,0.865193,1.000000,168.00
6,23,NoisyPrune(p=0.3),490,0,0,NA,0.995538,1.000000,168.00
6,23,NoisyPrune(p=0.6),433,0,0,NA,0.991502,1.000000,168.00
6,24,BFS,502,47,1,261.00,1.000000,1.000000,167.00
6,24,Dijkstra,501,47,1,167.00,0.972694,0.755589,167.00
6,24,A*,498,47,1,167.00,0.987399,0.755589,167.00
6,24,WA*(1.5),488,47,1,167.00,0.989702,0.846552,167.00
6,24,WA*(2.0),458,47,1,167.00,0.990936,0.883551,167.00
6,24,GBFS,58,51,1,305.00,0.998447,0.123908,167.00
6,24,BiDijkstra,395,47,1,170.00,0.956013,0.868962,167.00
6,24,RBFS,259942,47,1,167.00,0.854994,0.755589,167.00
6,24,IDA*,10000016,0,0,NA,0.990758,1.000000,167.00
6,24,AlphaBeta,1236,7,1,NA,0.819340,1.000000,167.00
6,24,NoisyPrune(p=0.3),492,47,1,182.00,0.994573,0.703483,167.00
6,24,NoisyPrune(p=0.6),482,57,1,303.00,0.991621,0.357961,167.00
6,25,BFS,497,47,1,249.00,1.000000,1.000000,171.00
6,25,Dijkstra,497,47,1,171.00,0.969561,0.660544,171.00
6,25,A*,495,47,1,171.00,0.987022,0.686076,171.00
6,25,WA*(1.5),494,47,1,171.00,0.990246,0.777616,171.00
6,25,WA*(2.0),489,47,1,171.00,0.991785,0.841131,171.00
6,25,GBFS,56,53,1,283.00,0.996316,0.040511,171.00
6,25,BiDijkstra,392,47,1,170.00,0.958163,0.809388,171.00
6,25,RBFS,348516,47,1,171.00,0.839156,0.660544,171.00
6,25,IDA*,10000027,0,0,NA,0.989558,1.000000,171.00
6,25,AlphaBeta,937,7,1,NA,0.806450,1.000000,171.00
6,25,NoisyPrune(p=0.3),474,0,0,NA,0.992358,1.000000,171.00
6,25,NoisyPrune(p=0.6),462,47,1,237.00,0.991482,0.445309,171.00
6,26,BFS,501,47,1,222.00,1.000000,1.000000,185.00
6,26,Dijkstra,501,47,1,185.00,0.978847,0.743837,185.00
6,26,A*,500,47,1,185.00,0.990278,0.743837,185.00
6,26,WA*(1.5),498,47,1,185.00,0.992428,0.852719,185.00
6,26,WA*(2.0),494,49,1,185.00,0.993274,0.843998,185.00
6,26,GBFS,51,47,1,222.00,1.000000,0.217738,185.00
6,26,BiDijkstra,407,49,1,182.00,0.968147,0.816036,185.00
6,26,RBFS,377499,49,1,185.00,0.853358,0.748016,185.00
6,26,IDA*,10000019,0,0,NA,0.992441,1.000000,185.00
6,26,AlphaBeta,1351,7,1,NA,0.795194,1.000000,185.00
6,26,NoisyPrune(p=0.3),497,53,1,219.00,0.994311,0.660636,185.00
6,26,NoisyPrune(p=0.6),2,0,0,NA,0.929325,1.000000,185.00
6,27,BFS,511,47,1,249.00,1.000000,1.000000,168.00
6,27,Dijkstra,510,47,1,168.00,0.971149,0.740719,168.00
6,27,A*,509,47,1,168.00,0.987316,0.740719,168.00
6,27,WA*(1.5),507,47,1,168.00,0.989688,0.843026,168.00
6,27,WA*(2.0),485,47,1,168.00,0.991355,0.910722,168.00
6,27,GBFS,54,51,1,280.00,1.000000,0.087530,168.00
6,27,BiDijkstra,366,47,1,159.00,0.953043,0.824986,168.00
6,27,RBFS,283153,47,1,168.00,0.861638,0.740719,168.00
6,27,IDA*,10000015,0,0,NA,0.990306,1.000000,168.00
6,27,AlphaBeta,1566,7,1,NA,0.793826,1.000000,168.00
6,27,NoisyPrune(p=0.3),506,47,1,218.00,0.994175,0.611793,168.00
6,27,NoisyPrune(p=0.6),497,47,1,246.00,0.989932,0.426442,168.00
6,28,BFS,485,47,1,268.00,1.000000,1.000000,170.00
6,28,Dijkstra,484,49,1,170.00,0.971067,0.644656,170.00
6,28,A*,483,49,1,170.00,0.987341,0.644656,170.00
6,28,WA*(1.5),480,49,1,170.00,0.990287,0.747445,170.00
6,28,WA*(2.0),468,49,1,170.00,0.991274,0.813853,170.00
6,28,GBFS,58,53,1,271.00,0.987996,0.049203,170.00
6,28,BiDijkstra,376,49,1,165.00,0.956532,0.748652,170.00
6,28,RBFS,335335,49,1,170.00,0.840394,0.644656,170.00
6,28,IDA*,10000011,0,0,NA,0.989127,1.000000,170.00
6,28,AlphaBeta,1297,7,1,NA,0.816003,1.000000,170.00
6,28,NoisyPrune(p=0.3),479,49,1,196.00,0.995204,0.526378,170.00
6,28,NoisyPrune(p=0.6),2,0,0,NA,0.917718,1.000000,170.00
6,29,BFS,498,47,1,254.00,1.000000,1.000000,155.00
6,29,Dijkstra,495,47,1,155.00,0.973441,0.717385,155.00
6,29,A*,493,47,1,155.00,0.987817,0.717385,155.00
6,29,WA*(1.5),473,47,1,155.00,0.989966,0.785846,155.00
6,29,WA*(2.0),433,47,1,155.00,0.990706,0.833427,155.00
6,29,GBFS,64,51,1,282.00,0.992498,0.191147,155.00
6,29,BiDijkstra,302,47,1,155.00,0.959558,0.790035,155.00
6,29,RBFS,223520,47,1,155.00,0.873934,0.717385,155.00
6,29,IDA*,10000040,0,0,NA,0.991790,1.000000,155.00
6,29,AlphaBeta,1645,7,1,NA,0.875107,1.000000,155.00
6,29,NoisyPrune(p=0.3),492,0,0,NA,0.995026,1.000000,155.00
6,29,NoisyPrune(p=0.6),485,0,0,NA,0.990492,1.000000,155.00
8,0,BFS,888,63,1,351.00,1.000000,1.000000,231.00
8,0,Dijkstra,879,63,1,231.00,0.980030,0.800892,231.00
8,0,A*,873,65,1,231.00,0.991087,0.826137,231.00
8,0,WA*(1.5),868,65,1,231.00,0.993058,0.929153,231.00
8,0,WA*(2.0),862,65,1,231.00,0.994288,0.958981,231.00
8,0,GBFS,75,73,1,413.00,1.000000,0.087149,231.00
8,0,BiDijkstra,690,63,1,232.00,0.971119,0.852143,231.00
8,0,RBFS,1358566,65,1,231.00,0.849027,0.834973,231.00
8,0,IDA*,10000033,0,0,NA,0.992319,1.000000,231.00
8,0,AlphaBeta,15532,9,1,NA,0.823767,1.000000,231.00
8,0,NoisyPrune(p=0.3),883,0,0,NA,0.995271,1.000000,231.00
8,0,NoisyPrune(p=0.6),867,0,0,NA,0.993380,1.000000,231.00
8,1,BFS,885,63,1,352.00,1.000000,1.000000,238.00
8,1,Dijkstra,883,65,1,238.00,0.980079,0.660762,238.00
8,1,A*,883,65,1,238.00,0.990457,0.668357,238.00
8,1,WA*(1.5),880,65,1,238.00,0.992351,0.770557,238.00
8,1,WA*(2.0),872,65,1,238.00,0.993347,0.825639,238.00
8,1,GBFS,89,75,1,416.00,0.979030,0.028051,238.00
8,1,BiDijkstra,596,65,1,235.00,0.970615,0.757353,238.00
8,1,RBFS,1158372,65,1,238.00,0.852351,0.668357,238.00
8,1,IDA*,10000013,0,0,NA,0.989825,1.000000,238.00
8,1,AlphaBeta,10973,9,1,NA,0.820735,1.000000,238.00
8,1,NoisyPrune(p=0.3),868,69,1,307.00,0.995987,0.499293,238.00
8,1,NoisyPrune(p=0.6),859,0,0,NA,0.993751,1.000000,238.00
8,2,BFS,888,63,1,317.00,1.000000,1.000000,269.00
8,2,Dijkstra,888,65,1,269.00,0.982185,0.607200,269.00
8,2,A*,888,65,1,269.00,0.991367,0.590472,269.00
8,2,WA*(1.5),888,65,1,269.00,0.993278,0.693792,269.00
8,2,WA*(2.0),888,65,1,269.00,0.994652,0.725936,269.00
8,2,GBFS,79,75,1,389.00,0.972283,0.204502,269.00
8,2,BiDijkstra,714,65,1,269.00,0.976858,0.769467,269.00
8,2,RBFS,2000000,0,0,NA,0.853710,1.000000,269.00
8,2,IDA*,10000028,0,0,NA,0.993464,1.000000,269.00
8,2,AlphaBeta,14002,9,1,NA,0.822419,1.000000,269.00
8,2,NoisyPrune(p=0.3),873,65,1,300.00,0.995488,0.568808,269.00
8,2,NoisyPrune(p=0.6),865,0,0,NA,0.993106,1.000000,269.00
8,3,BFS,889,63,1,310.00,1.000000,1.000000,224.00
8,3,Dijkstra,888,63,1,224.00,0.981880,0.653188,224.00
8,3,A*,866,63,1,224.00,0.990915,0.621898,224.00
8,3,WA*(1.5),813,63,1,224.00,0.992287,0.771295,224.00
8,3,WA*(2.0),734,63,1,224.00,0.993352,0.859763,224.00
8,3,GBFS,80,75,1,378.00,0.989712,0.095806,224.00
8,3,BiDijkstra,560,63,1,225.00,0.967083,0.754117,224.00
8,3,RBFS,677969,63,1,224.00,0.877958,0.653188,224.00
8,3,IDA*,10000018,0,0,NA,0.992174,1.000000,224.00
8,3,AlphaBeta,12294,9,1,NA,0.842919,1.000000,224.00
8,3,NoisyPrune(p=0.3),882,0,0,NA,0.996465,1.000000,224.00
8,3,NoisyPrune(p=0.6),837,67,1,304.00,0.992778,0.472279,224.00
8,4,BFS,885,63,1,345.00,1.000000,1.000000,255.00
8,4,Dijkstra,885,63,1,255.00,0.980844,0.690245,255.00
8,4,A*,884,63,1,255.00,0.991500,0.690245,255.00
8,4,WA*(1.5),884,63,1,255.00,0.993500,0.817095,255.00
8,4,WA*(2.0),884,63,1,255.00,0.994386,0.895051,255.00
8,4,GBFS,69,67,1,351.00,1.000000,0.060930,255.00
8,4,BiDijkstra,656,63,1,249.00,0.971247,0.833136,255.00
8,4,RBFS,1201721,63,1,255.00,0.861482,0.690245,255.00
8,4,IDA*,10000014,0,0,NA,0.991793,1.000000,255.00
8,4,AlphaBeta,9576,9,1,NA,0.814636,1.000000,255.00
8,4,NoisyPrune(p=0.3),879,65,1,292.00,0.995439,0.567799,255.00
8,4,NoisyPrune(p=0.6),852,0,0,NA,0.992842,1.000000,255.00
8,5,BFS,888,63,1,311.00,1.000000,1.000000,229.00
8,5,Dijkstra,886,63,1,229.00,0.981553,0.684582,229.00
8,5,A*,886,63,1,229.00,0.991299,0.684582,229.00
8,5,WA*(1.5),884,63,1,229.00,0.993238,0.803003,229.00
8,5,WA*(2.0),867,63,1,229.00,0.994241,0.835514,229.00
8,5,GBFS,89,77,1,415.00,0.985672,0.232551,229.00
8,5,BiDijkstra,662,63,1,229.00,0.971337,0.788859,229.00
