depth,trial,alg,N,U,found,cost,deltaS_mean,deltaD,optCost
12,15,A*,1975,95,1,335.00,0.993705,0.686280,335.00
12,15,WA*(1.5),1966,95,1,335.00,0.995001,0.783921,335.00
12,15,WA*(2.0),1918,95,1,335.00,0.995836,0.837693,335.00
12,15,GBFS,106,103,1,598.00,0.999038,0.034829,335.00
12,15,BiDijkstra,1367,95,1,332.00,0.976228,0.798236,335.00
12,15,RBFS,2000000,0,0,NA,0.873627,1.000000,335.00
12,15,IDA*,10000023,0,0,NA,0.993866,1.000000,335.00
12,15,AlphaBeta,523283,13,1,NA,0.830197,1.000000,335.00
12,15,NoisyPrune(p=0.3),1936,97,1,374.00,0.996800,0.587048,335.00
12,15,NoisyPrune(p=0.6),1814,99,1,501.00,0.995038,0.393319,335.00
12,16,BFS,1945,95,1,540.00,1.000000,1.000000,361.00
12,16,Dijkstra,1945,97,1,361.00,0.986510,0.674995,361.00
12,16,A*,1942,97,1,361.00,0.993638,0.669175,361.00
12,16,WA*(1.5),1940,97,1,361.00,0.994916,0.774198,361.00
12,16,WA*(2.0),1932,97,1,361.00,0.995570,0.841254,361.00
12,16,GBFS,106,103,1,588.00,1.000000,0.150674,361.00
12,16,BiDijkstra,1445,97,1,356.00,0.980106,0.779312,361.00
12,16,RBFS,2000000,0,0,NA,0.877519,1.000000,361.00
12,16,IDA*,10000017,0,0,NA,0.992095,1.000000,361.00
12,16,AlphaBeta,405489,13,1,NA,0.828961,1.000000,361.00
12,16,NoisyPrune(p=0.3),1931,103,1,456.00,0.997201,0.594734,361.00
12,16,NoisyPrune(p=0.6),1816,0,0,NA,0.995224,1.000000,361.00
12,17,BFS,1967,95,1,501.00,1.000000,1.000000,352.00
12,17,Dijkstra,1965,97,1,352.00,0.986776,0.663873,352.00
12,17,A*,1964,97,1,352.00,0.993695,0.663659,352.00
12,17,WA*(1.5),1957,97,1,352.00,0.994937,0.758260,352.00
12,17,WA*(2.0),1936,97,1,352.00,0.995705,0.819384,352.00
12,17,GBFS,118,107,1,565.00,0.993852,0.088648,352.00
12,17,BiDijkstra,1388,97,1,352.00,0.977865,0.765376,352.00
12,17,RBFS,2000000,0,0,NA,0.867289,1.000000,352.00
12,17,IDA*,10000020,0,0,NA,0.992518,1.000000,352.00
12,17,AlphaBeta,465276,13,1,NA,0.828917,1.000000,352.00
12,17,NoisyPrune(p=0.3),1950,97,1,417.00,0.997111,0.570322,352.00
12,17,NoisyPrune(p=0.6),3,0,0,NA,0.963119,1.000000,352.00
12,18,BFS,1991,95,1,535.00,1.000000,1.000000,354.00
12,18,Dijkstra,1991,95,1,354.00,0.986688,0.629107,354.00
12,18,A*,1991,95,1,354.00,0.993820,0.624146,354.00
12,18,WA*(1.5),1989,95,1,354.00,0.995176,0.717345,354.00
12,18,WA*(2.0),1986,97,1,355.00,0.995821,0.785944,354.00
12,18,GBFS,110,105,1,565.00,0.999012,0.146242,354.00
12,18,BiDijkstra,1501,95,1,349.00,0.980101,0.736217,354.00
12,18,RBFS,2000000,0,0,NA,0.878826,1.000000,354.00
12,18,IDA*,10000023,0,0,NA,0.994112,1.000000,354.00
12,18,AlphaBeta,322611,13,1,NA,0.825772,1.000000,354.00
12,18,NoisyPrune(p=0.3),6,0,0,NA,0.980544,1.000000,354.00
12,18,NoisyPrune(p=0.6),2,0,0,NA,0.975847,1.000000,354.00
12,19,BFS,1996,95,1,492.00,1.000000,1.000000,340.00
12,19,Dijkstra,1983,97,1,340.00,0.985730,0.713163,340.00
12,19,A*,1973,99,1,340.00,0.993627,0.708896,340.00
12,19,WA*(1.5),1962,99,1,340.00,0.994969,0.811996,340.00
12,19,WA*(2.0),1941,97,1,341.00,0.995631,0.866708,340.00
12,19,GBFS,101,99,1,495.00,1.000000,0.143519,340.00
12,19,BiDijkstra,1568,99,1,340.00,0.977987,0.771584,340.00
12,19,RBFS,2000000,0,0,NA,0.882187,1.000000,340.00
12,19,IDA*,10000028,0,0,NA,0.991908,1.000000,340.00
12,19,AlphaBeta,566331,13,1,NA,0.829878,1.000000,340.00
12,19,NoisyPrune(p=0.3),1965,97,1,386.00,0.997029,0.601735,340.00
12,19,NoisyPrune(p=0.6),1933,0,0,NA,0.995449,1.000000,340.00
12,20,BFS,1978,95,1,468.00,1.000000,1.000000,345.00
12,20,Dijkstra,1978,97,1,345.00,0.986716,0.659778,345.00
12,20,A*,1977,97,1,345.00,0.994115,0.659778,345.00
12,20,WA*(1.5),1969,97,1,345.00,0.995339,0.780572,345.00
12,20,WA*(2.0),1903,97,1,345.00,0.995969,0.848630,345.00
12,20,GBFS,107,105,1,589.00,1.000000,0.039082,345.00
12,20,BiDijkstra,1471,97,1,339.00,0.978721,0.764938,345.00
12,20,RBFS,2000000,0,0,NA,0.876786,1.000000,345.00
12,20,IDA*,10000013,0,0,NA,0.994558,1.000000,345.00
12,20,AlphaBeta,514866,13,1,NA,0.828547,1.000000,345.00
12,20,NoisyPrune(p=0.3),1971,101,1,405.00,0.997378,0.590583,345.00
12,20,NoisyPrune(p=0.6),1926,0,0,NA,0.995417,1.000000,345.00
12,21,BFS,2003,95,1,529.00,1.000000,1.000000,351.00
12,21,Dijkstra,2001,97,1,351.00,0.986132,0.611579,351.00
12,21,A*,2000,97,1,351.00,0.993531,0.611579,351.00
12,21,WA*(1.5),2000,97,1,351.00,0.994856,0.701674,351.00
12,21,WA*(2.0),1992,97,1,351.00,0.995633,0.756626,351.00
12,21,GBFS,106,97,1,475.00,0.999515,0.126594,351.00
12,21,BiDijkstra,1516,97,1,352.00,0.978861,0.738227,351.00
12,21,RBFS,2000000,0,0,NA,0.878849,1.000000,351.00
12,21,IDA*,10000019,0,0,NA,0.994467,1.000000,351.00
12,21,AlphaBeta,567035,13,1,NA,0.828416,1.000000,351.00
12,21,NoisyPrune(p=0.3),1989,99,1,424.00,0.997238,0.538777,351.00
12,21,NoisyPrune(p=0.6),1910,0,0,NA,0.995273,1.000000,351.00
12,22,BFS,1976,95,1,522.00,1.000000,1.000000,369.00
12,22,Dijkstra,1975,95,1,369.00,0.986600,0.622180,369.00
12,22,A*,1974,95,1,369.00,0.994165,0.622180,369.00
12,22,WA*(1.5),1974,95,1,369.00,0.995544,0.766134,369.00
12,22,WA*(2.0),1970,95,1,369.00,0.996217,0.762803,369.00
12,22,GBFS,112,107,1,591.00,0.992520,0.053379,369.00
12,22,BiDijkstra,1520,95,1,365.00,0.979917,0.717668,369.00
12,22,RBFS,2000000,0,0,NA,0.870160,1.000000,369.00
12,22,IDA*,10000020,0,0,NA,0.991280,1.000000,369.00
12,22,AlphaBeta,634811,13,1,NA,0.827020,1.000000,369.00
12,22,NoisyPrune(p=0.3),1959,97,1,423.00,0.997021,0.579257,369.00
12,22,NoisyPrune(p=0.6),1887,101,1,512.00,0.994955,0.429428,369.00
12,23,BFS,1947,95,1,466.00,1.000000,1.000000,368.00
12,23,Dijkstra,1947,95,1,368.00,0.986280,0.709070,368.00
12,23,A*,1946,95,1,368.00,0.994116,0.685674,368.00
12,23,WA*(1.5),1943,95,1,368.00,0.995539,0.775465,368.00
12,23,WA*(2.0),1941,95,1,368.00,0.996093,0.835252,368.00
12,23,GBFS,115,105,1,549.00,0.998391,0.082347,368.00
12,23,BiDijkstra,1556,95,1,367.00,0.979351,0.804434,368.00
12,23,RBFS,2000000,0,0,NA,0.870506,1.000000,368.00
12,23,IDA*,10000022,0,0,NA,0.992680,1.000000,368.00
12,23,AlphaBeta,418479,13,1,NA,0.831167,1.000000,368.00
12,23,NoisyPrune(p=0.3),1925,0,0,NA,0.997164,1.000000,368.00
12,23,NoisyPrune(p=0.6),1869,0,0,NA,0.994935,1.000000,368.00
12,24,BFS,1932,95,1,538.00,1.000000,1.000000,336.00
12,24,Dijkstra,1931,99,1,336.00,0.985898,0.671963,336.00
12,24,A*,1918,99,1,336.00,0.993447,0.675696,336.00
12,24,WA*(1.5),1887,99,1,336.00,0.994735,0.772582,336.00
12,24,WA*(2.0),1754,99,1,336.00,0.995495,0.830794,336.00
12,24,GBFS,117,107,1,608.00,0.996259,0.118715,336.00
12,24,BiDijkstra,1283,99,1,327.00,0.976135,0.801250,336.00
12,24,RBFS,2000000,0,0,NA,0.868907,1.000000,336.00
12,24,IDA*,10000021,0,0,NA,0.993242,1.000000,336.00
12,24,AlphaBeta,450460,13,1,NA,0.828494,1.000000,336.00
12,24,NoisyPrune(p=0.3),1918,95,1,405.00,0.997111,0.561813,336.00
12,24,NoisyPrune(p=0.6),1838,117,1,600.00,0.995392,0.488248,336.00
12,25,BFS,1946,95,1,542.00,1.000000,1.000000,369.00
12,25,Dijkstra,1946,95,1,369.00,0.986917,0.673883,369.00
12,25,A*,1946,95,1,369.00,0.994241,0.680401,369.00
12,25,WA*(1.5),1946,95,1,369.00,0.995615,0.771037,369.00
12,25,WA*(2.0),1946,95,1,369.00,0.996317,0.826684,369.00
12,25,GBFS,100,95,1,542.00,1.000000,0.131720,369.00
12,25,BiDijkstra,1533,95,1,369.00,0.980126,0.777807,369.00
12,25,RBFS,2000000,0,0,NA,0.872984,1.000000,369.00
12,25,IDA*,10000013,0,0,NA,0.992626,1.000000,369.00
12,25,AlphaBeta,399963,13,1,NA,0.827130,1.000000,369.00
12,25,NoisyPrune(p=0.3),1918,99,1,432.00,0.997134,0.616740,369.00
12,25,NoisyPrune(p=0.6),2,0,0,NA,0.985714,1.000000,369.00
12,26,BFS,1957,95,1,492.00,1.000000,1.000000,341.00
12,26,Dijkstra,1952,97,1,341.00,0.986892,0.763230,341.00
12,26,A*,1946,97,1,341.00,0.993507,0.763230,341.00
12,26,WA*(1.5),1941,97,1,341.00,0.994676,0.849831,341.00
12,26,WA*(2.0),1913,97,1,341.00,0.995211,0.901913,341.00
12,26,GBFS,114,109,1,603.00,0.997327,0.122218,341.00
12,26,BiDijkstra,1430,97,1,334.00,0.980006,0.833532,341.00
12,26,RBFS,2000000,0,0,NA,0.880065,1.000000,341.00
12,26,IDA*,10000015,0,0,NA,0.990509,1.000000,341.00
12,26,AlphaBeta,540117,13,1,NA,0.829806,1.000000,341.00
12,26,NoisyPrune(p=0.3),1954,101,1,446.00,0.997401,0.577058,341.00
12,26,NoisyPrune(p=0.6),1843,117,1,594.00,0.995663,0.432396,341.00
12,27,BFS,1967,95,1,493.00,1.000000,1.000000,357.00
12,27,Dijkstra,1964,97,1,357.00,0.985733,0.624329,357.00
12,27,A*,1960,97,1,357.00,0.993680,0.624329,357.00
12,27,WA*(1.5),1959,97,1,357.00,0.995038,0.725409,357.00
12,27,WA*(2.0),1958,97,1,357.00,0.995841,0.795282,357.00
12,27,GBFS,126,105,1,561.00,0.995644,0.100879,357.00
12,27,BiDijkstra,1433,97,1,356.00,0.977737,0.719447,357.00
12,27,RBFS,2000000,0,0,NA,0.876838,1.000000,357.00
12,27,IDA*,10000019,0,0,NA,0.990977,1.000000,357.00
12,27,AlphaBeta,527432,13,1,NA,0.828098,1.000000,357.00
12,27,NoisyPrune(p=0.3),1933,0,0,NA,0.996760,1.000000,357.00
12,27,NoisyPrune(p=0.6),1861,0,0,NA,0.994865,1.000000,357.00
12,28,BFS,1973,95,1,540.00,1.000000,1.000000,343.00
12,28,Dijkstra,1972,95,1,343.00,0.987797,0.689501,343.00
12,28,A*,1970,95,1,343.00,0.993868,0.694995,343.00
12,28,WA*(1.5),1970,95,1,343.00,0.994896,0.795120,343.00
12,28,WA*(2.0),1970,95,1,343.00,0.995261,0.854556,343.00
12,28,GBFS,120,113,1,575.00,0.994156,0.231457,343.00
12,28,BiDijkstra,1389,95,1,343.00,0.982340,0.794631,343.00
12,28,RBFS,2000000,0,0,NA,0.889090,1.000000,343.00
12,28,IDA*,10000025,0,0,NA,0.992644,1.000000,343.00
12,28,AlphaBeta,518313,13,1,NA,0.828970,1.000000,343.00
12,28,NoisyPrune(p=0.3),1961,99,1,412.00,0.997262,0.550720,343.00
12,28,NoisyPrune(p=0.6),1872,107,1,545.00,0.995488,0.440845,343.00
12,29,BFS,1971,95,1,567.00,1.000000,1.000000,364.00
12,29,Dijkstra,1969,95,1,364.00,0.985875,0.678012,364.00
12,29,A*,1969,95,1,364.00,0.993919,0.678103,364.00
12,29,WA*(1.5),1969,95,1,364.00,0.995290,0.784391,364.00
12,29,WA*(2.0),1969,95,1,364.00,0.996011,0.841117,364.00
12,29,GBFS,119,109,1,637.00,0.997578,0.066466,364.00
12,29,BiDijkstra,1473,95,1,360.00,0.977868,0.783726,364.00
12,29,RBFS,2000000,0,0,NA,0.876885,1.000000,364.00
12,29,IDA*,10000011,0,0,NA,0.993852,1.000000,364.00
12,29,AlphaBeta,386567,13,1,NA,0.826427,1.000000,364.00
12,29,NoisyPrune(p=0.3),1967,95,1,398.00,0.997123,0.585857,364.00
12,29,NoisyPrune(p=0.6),1895,95,1,489.00,0.995055,0.505281,364.00
